filename,section|field|value
form_52.pdf,section3|בשעה|09:04
form_52.pdf,section3|כאשר עבדתי ב|נהיגה
form_52.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על מדרגה חלקלקה במהלך העבודה.
form_52.pdf,section3|האיבר שנפגע|יד ימין
form_52.pdf,section4|שם המבקש|מאי ברדה
form_52.pdf,section4|חתימה|signed
form_52.pdf,section5|אבחנה רפואית 1|5  0  7  4
form_52.pdf,section5|אבחנה רפואית 2|3  2  2  1
form_52.pdf,section2|מין/זכר|
form_52.pdf,section2|מין/נקבה|V
form_52.pdf,section3|מקום התאונה/מפעל|
form_52.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_52.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_52.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_52.pdf,section3|מקום התאונה/אחר|
form_52.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_52.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_52.pdf,section5|קופת חולים/כללית|
form_52.pdf,section5|קופת חולים/מאוחדת|
form_52.pdf,section5|קופת חולים/מכבי|
form_52.pdf,section5|קופת חולים/לאומית|V
form_53.pdf,header|אל קופ״ח/בי״ח|גדות
form_53.pdf,header|תאריך מילוי הטופס|1  8  0  1  2  0  2  3
form_53.pdf,header|תאריך קבלת הטופס בקופה|1  6  1  0  2  0  2  3
form_53.pdf,section1|תאריך הפגיעה|2  3  1  1  2  0  2  3
form_53.pdf,section2|שם משפחה|אברהם
form_53.pdf,section2|שם פרטי|חיה
form_53.pdf,section2|ת.ז|4  9  5  9  5  9  1  6  7  6
form_53.pdf,section2|תאריך לידה|2 1 0 4 2 0 2 3
form_53.pdf,section2|רחוב|גוטמכר
form_53.pdf,section2|מס' בית|107
form_53.pdf,section2|כניסה|1
form_53.pdf,section2|דירה|32
form_53.pdf,section2|יישוב|רימונים
form_53.pdf,section2|מיקוד|898209
form_53.pdf,section2|טלפון קווי|0  5  4  0  5  7  1  7  9  2
form_53.pdf,section2|טלפון נייד|0  5  4  9  8  4  1  0  5  3
form_53.pdf,section3|בתאריך|22.11.2023
form_53.pdf,section3|בשעה|16:07
form_53.pdf,section3|כאשר עבדתי ב|מחסן
form_53.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על שביל רטוב בעת תפקיד.
form_53.pdf,section3|האיבר שנפגע|יד שמאל
form_53.pdf,section4|שם המבקש|אמל כהן
form_53.pdf,section4|חתימה|
form_53.pdf,section5|אבחנה רפואית 1|5  7  5  5
form_53.pdf,section5|אבחנה רפואית 2|8  3  1  0
form_53.pdf,section2|מין/זכר|V
form_53.pdf,section2|מין/נקבה|
form_53.pdf,section3|מקום התאונה/מפעל|V
form_53.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_53.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_53.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_53.pdf,section3|מקום התאונה/אחר|
form_53.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_53.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_53.pdf,section5|קופת חולים/כללית|
form_53.pdf,section5|קופת חולים/מאוחדת|
form_53.pdf,section5|קופת חולים/מכבי|V
form_53.pdf,section5|קופת חולים/לאומית|
form_54.pdf,header|אל קופ״ח/בי״ח|שדה אליהו
form_54.pdf,header|תאריך מילוי הטופס|2  1  0  3  2  0  2  3
form_54.pdf,header|תאריך קבלת הטופס בקופה|0  4  0  7  2  0  2  3
form_54.pdf,section1|תאריך הפגיעה|1  2  0  5  2  0  2  3
form_54.pdf,section2|שם משפחה|עאמר
form_54.pdf,section2|שם פרטי|דניאל
form_54.pdf,section2|ת.ז|8  2  3  4  3  4  7  5  1  2
form_54.pdf,section2|תאריך לידה|1 8 0 7 2 0 2 3
form_54.pdf,section2|רחוב|גפן
form_54.pdf,section2|מס' בית|98
form_54.pdf,section2|כניסה|1
form_54.pdf,section2|דירה|16
form_54.pdf,section2|יישוב|לוזית
form_54.pdf,section2|מיקוד|253577
form_54.pdf,section2|טלפון קווי|0  5  4  0  3  8  7  7  0  1
form_54.pdf,section2|טלפון נייד|0  5  4  5  7  2  0  2  5  4
form_54.pdf,section3|בתאריך|23.03.2023
form_54.pdf,section3|בשעה|11:12
form_54.pdf,section3|כאשר עבדתי ב|מלצרות
form_54.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על משטח חלק בעת תפקיד.
form_54.pdf,section3|האיבר שנפגע|ראש
form_54.pdf,section4|שם המבקש|ליה סלאמה
form_54.pdf,section4|חתימה|signed
form_54.pdf,section5|אבחנה רפואית 1|0  5  1  0
form_54.pdf,section5|אבחנה רפואית 2|3  7  6  7
form_54.pdf,section2|מין/זכר|V
form_54.pdf,section2|מין/נקבה|
form_54.pdf,section3|מקום התאונה/מפעל|
form_54.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_54.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_54.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_54.pdf,section3|מקום התאונה/אחר|V
form_54.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_54.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_54.pdf,section5|קופת חולים/כללית|
form_54.pdf,section5|קופת חולים/מאוחדת|
form_54.pdf,section5|קופת חולים/מכבי|
form_54.pdf,section5|קופת חולים/לאומית|V
form_55.pdf,header|אל קופ״ח/בי״ח|אורטל
form_55.pdf,header|תאריך מילוי הטופס|1  0  0  9  2  0  2  3
form_55.pdf,header|תאריך קבלת הטופס בקופה|0  8  0  8  2  0  2  3
form_55.pdf,section1|תאריך הפגיעה|1  5  0  5  2  0  2  3
form_55.pdf,section2|שם משפחה|לביא
form_55.pdf,section2|שם פרטי|אליהו
form_55.pdf,section2|ת.ז|1  2  2  4  1  9  0  7  9  9
form_55.pdf,section2|תאריך לידה|0 3 0 1 2 0 2 3
form_55.pdf,section2|רחוב|החצב
form_55.pdf,section2|מס' בית|139
form_55.pdf,section2|כניסה|4
form_55.pdf,section2|דירה|26
form_55.pdf,section2|יישוב|עלי זהב
form_55.pdf,section2|מיקוד|333855
form_55.pdf,section2|טלפון קווי|0  5  4  9  0  6  8  9  0  4
form_55.pdf,section2|טלפון נייד|0  5  4  6  4  4  1  4  2  5
form_55.pdf,section3|בתאריך|10.08.2023
form_55.pdf,section3|בשעה|14:45
form_55.pdf,section3|כאשר עבדתי ב|מכירות
form_55.pdf,section3|נסיבות הפגיעה / תיאור התאונה|נפילה על מדרגה חלקלקה בעת ביצוע מטלה.
form_55.pdf,section3|האיבר שנפגע|רגל שמאל
form_55.pdf,section4|שם המבקש|מחמוד סגל
form_55.pdf,section4|חתימה|
form_55.pdf,section5|אבחנה רפואית 1|8  0  4  1
form_55.pdf,section5|אבחנה רפואית 2|5  5  0  9
form_55.pdf,section2|מין/זכר|
form_55.pdf,section2|מין/נקבה|V
form_55.pdf,section3|מקום התאונה/מפעל|
form_55.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_55.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_55.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_55.pdf,section3|מקום התאונה/אחר|
form_55.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_55.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_55.pdf,section5|קופת חולים/כללית|
form_55.pdf,section5|קופת חולים/מאוחדת|
form_55.pdf,section5|קופת חולים/מכבי|V
form_55.pdf,section5|קופת חולים/לאומית|
form_56.pdf,header|אל קופ״ח/בי״ח|בית חנן
form_56.pdf,header|תאריך מילוי הטופס|1  8  0  4  2  0  2  3
form_56.pdf,header|תאריך קבלת הטופס בקופה|2  9  0  5  2  0  2  3
form_56.pdf,section1|תאריך הפגיעה|2  7  1  1  2  0  2  3
form_56.pdf,section2|שם משפחה|דנינו
form_56.pdf,section2|שם פרטי|קים
form_56.pdf,section2|ת.ז|9  4  0  4  3  1  4  6  1  2
form_56.pdf,section2|תאריך לידה|0 7 0 3 2 0 2 3
form_56.pdf,section2|רחוב|החלוצים
form_56.pdf,section2|מס' בית|62
form_56.pdf,section2|כניסה|1
form_56.pdf,section2|דירה|10
form_56.pdf,section2|יישוב|נורדיה
form_56.pdf,section2|מיקוד|311049
form_56.pdf,section2|טלפון קווי|0  5  4  1  8  1  3  9  3  9
form_56.pdf,section2|טלפון נייד|0  5  4  1  0  0  2  1  3  1
form_56.pdf,section3|בתאריך|30.01.2023
form_56.pdf,section3|בשעה|09:28
form_56.pdf,section3|כאשר עבדתי ב|משרד
form_56.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה במהלך העבודה.
form_56.pdf,section3|האיבר שנפגע|רגל ימין
form_56.pdf,section4|שם המבקש|שירה אוחיון
form_56.pdf,section4|חתימה|signed
form_56.pdf,section5|אבחנה רפואית 1|7  7  6  0
form_56.pdf,section5|אבחנה רפואית 2|3  4  8  3
form_56.pdf,section2|מין/זכר|
form_56.pdf,section2|מין/נקבה|V
form_56.pdf,section3|מקום התאונה/מפעל|
form_56.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_56.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_56.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_56.pdf,section3|מקום התאונה/אחר|
form_56.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_56.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_56.pdf,section5|קופת חולים/כללית|
form_56.pdf,section5|קופת חולים/מאוחדת|
form_56.pdf,section5|קופת חולים/מכבי|
form_56.pdf,section5|קופת חולים/לאומית|V
form_57.pdf,header|אל קופ״ח/בי״ח|תלמי אליהו
form_57.pdf,header|תאריך מילוי הטופס|1  6  0  5  2  0  2  3
form_57.pdf,header|תאריך קבלת הטופס בקופה|1  0  1  1  2  0  2  3
form_57.pdf,section1|תאריך הפגיעה|1  2  0  9  2  0  2  3
form_57.pdf,section2|שם משפחה|חדד
form_57.pdf,section2|שם פרטי|מוחמד
form_57.pdf,section2|ת.ז|6  9  6  8  1  8  3  3  0  5
form_57.pdf,section2|תאריך לידה|2 7 0 6 2 0 2 3
form_57.pdf,section2|רחוב|בשמת
form_57.pdf,section2|מס' בית|94
form_57.pdf,section2|כניסה|2
form_57.pdf,section2|דירה|26
form_57.pdf,"section2|יישוב|""דוב""""ב"""
form_57.pdf,section2|מיקוד|623749
form_57.pdf,section2|טלפון קווי|0  5  4  2  8  7  7  6  6  9
form_57.pdf,section2|טלפון נייד|0  5  4  3  9  0  1  9  4  2
form_57.pdf,section3|בתאריך|24.10.2023
form_57.pdf,section3|בשעה|10:28
form_57.pdf,section3|כאשר עבדתי ב|מכירות
form_57.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על רצפה רטובה במהלך העבודה.
form_57.pdf,section3|האיבר שנפגע|רגל ימין
form_57.pdf,section4|שם המבקש|אליהו בן שבת
form_57.pdf,section4|חתימה|signed
form_57.pdf,section5|אבחנה רפואית 1|1  9  9  8
form_57.pdf,section5|אבחנה רפואית 2|6  1  0  4
form_57.pdf,section2|מין/זכר|V
form_57.pdf,section2|מין/נקבה|
form_57.pdf,section3|מקום התאונה/מפעל|
form_57.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_57.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_57.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_57.pdf,section3|מקום התאונה/אחר|V
form_57.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_57.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_57.pdf,section5|קופת חולים/כללית|V
form_57.pdf,section5|קופת חולים/מאוחדת|
form_57.pdf,section5|קופת חולים/מכבי|
form_57.pdf,section5|קופת חולים/לאומית|
form_58.pdf,header|אל קופ״ח/בי״ח|חשמונאים
form_58.pdf,header|תאריך מילוי הטופס|2  9  0  7  2  0  2  3
form_58.pdf,header|תאריך קבלת הטופס בקופה|1  8  0  8  2  0  2  3
form_58.pdf,section1|תאריך הפגיעה|0  8  0  6  2  0  2  3
form_58.pdf,section2|שם משפחה|בנימין
form_58.pdf,section2|שם פרטי|יהודית
form_58.pdf,section2|ת.ז|8  7  7  5  9  9  3  4  3  0
form_58.pdf,section2|תאריך לידה|2 3 1 2 2 0 2 3
form_58.pdf,section2|רחוב|ירושלים
form_58.pdf,section2|מס' בית|82
form_58.pdf,section2|כניסה|2
form_58.pdf,section2|דירה|30
form_58.pdf,section2|יישוב|מכמורת
form_58.pdf,section2|מיקוד|246196
form_58.pdf,section2|טלפון קווי|0  5  4  3  2  7  9  1  3  7
form_58.pdf,section2|טלפון נייד|0  5  4  4  3  1  5  7  6  6
form_58.pdf,section3|בתאריך|10.06.2023
form_58.pdf,section3|בשעה|19:29
form_58.pdf,section3|כאשר עבדתי ב|משרד
form_58.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על שביל רטוב בעת תפקיד.
form_58.pdf,section3|האיבר שנפגע|גב
form_58.pdf,section4|שם המבקש|מיאל בן דוד
form_58.pdf,section4|חתימה|signed
form_58.pdf,section5|אבחנה רפואית 1|1  2  1  7
form_58.pdf,section5|אבחנה רפואית 2|0  8  6  3
form_58.pdf,section2|מין/זכר|V
form_58.pdf,section2|מין/נקבה|
form_58.pdf,section3|מקום התאונה/מפעל|
form_58.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_58.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_58.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_58.pdf,section3|מקום התאונה/אחר|
form_58.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_58.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_58.pdf,section5|קופת חולים/כללית|
form_58.pdf,section5|קופת חולים/מאוחדת|
form_58.pdf,section5|קופת חולים/מכבי|V
form_58.pdf,section5|קופת חולים/לאומית|
form_59.pdf,header|אל קופ״ח/בי״ח|בית חנן
form_59.pdf,header|תאריך מילוי הטופס|2  2  0  5  2  0  2  3
form_59.pdf,header|תאריך קבלת הטופס בקופה|2  1  0  4  2  0  2  3
form_59.pdf,section1|תאריך הפגיעה|0  4  0  3  2  0  2  3
form_59.pdf,section2|שם משפחה|שוויקי
form_59.pdf,section2|שם פרטי|ג'נא
form_59.pdf,section2|ת.ז|8  0  8  0  7  3  9  9  6  1
form_59.pdf,section2|תאריך לידה|0 8 0 1 2 0 2 3
form_59.pdf,section2|רחוב|צפת
form_59.pdf,section2|מס' בית|146
form_59.pdf,section2|כניסה|1
form_59.pdf,section2|דירה|19
form_59.pdf,section2|יישוב|שדה אליהו
form_59.pdf,section2|מיקוד|689329
form_59.pdf,section2|טלפון קווי|0  5  4  7  0  4  2  4  2  2
form_59.pdf,section2|טלפון נייד|0  5  4  2  1  6  4  2  3  5
form_59.pdf,section3|בתאריך|06.06.2023
form_59.pdf,section3|בשעה|14:07
form_59.pdf,section3|כאשר עבדתי ב|נהיגה
form_59.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על מדרגה חלקלקה בעת ביצוע מטלה.
form_59.pdf,section3|האיבר שנפגע|רגל ימין
form_59.pdf,section4|שם המבקש|נגה גנאים
form_59.pdf,section4|חתימה|signed
form_59.pdf,section5|אבחנה רפואית 1|9  3  3  0
form_59.pdf,section5|אבחנה רפואית 2|2  3  5  8
form_59.pdf,section2|מין/זכר|V
form_59.pdf,section2|מין/נקבה|
form_59.pdf,section3|מקום התאונה/מפעל|
form_59.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_59.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_59.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_59.pdf,section3|מקום התאונה/אחר|
form_59.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_59.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_59.pdf,section5|קופת חולים/כללית|
form_59.pdf,section5|קופת חולים/מאוחדת|
form_59.pdf,section5|קופת חולים/מכבי|V
form_59.pdf,section5|קופת חולים/לאומית|
form_60.pdf,header|אל קופ״ח/בי״ח|ברקת
form_60.pdf,header|תאריך מילוי הטופס|2  2  1  1  2  0  2  3
form_60.pdf,header|תאריך קבלת הטופס בקופה|2  7  0  2  2  0  2  3
form_60.pdf,section1|תאריך הפגיעה|0  4  0  1  2  0  2  3
form_60.pdf,section2|שם משפחה|רחמים
form_60.pdf,section2|שם פרטי|יעל
form_60.pdf,section2|ת.ז|2  5  7  1  6  2  8  6  4  4
form_60.pdf,section2|תאריך לידה|1 7 1 0 2 0 2 3
form_60.pdf,section2|רחוב|שד העצמאות
form_60.pdf,section2|מס' בית|129
form_60.pdf,section2|כניסה|4
form_60.pdf,section2|דירה|14
form_60.pdf,section2|יישוב|גינתון
form_60.pdf,section2|מיקוד|527296
form_60.pdf,section2|טלפון קווי|0  5  4  5  2  9  3  7  4  6
form_60.pdf,section2|טלפון נייד|0  5  4  4  3  5  7  8  4  3
form_60.pdf,section3|בתאריך|19.11.2023
form_60.pdf,section3|בשעה|18:36
form_60.pdf,section3|כאשר עבדתי ב|משרד
form_60.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על רצפה רטובה בעת ביצוע מטלה.
form_60.pdf,section3|האיבר שנפגע|יד ימין
form_60.pdf,section4|שם המבקש|ברכה כהן
form_60.pdf,section4|חתימה|
form_60.pdf,section5|אבחנה רפואית 1|3  8  5  2
form_60.pdf,section5|אבחנה רפואית 2|9  2  6  7
form_60.pdf,section2|מין/זכר|
form_60.pdf,section2|מין/נקבה|V
form_60.pdf,section3|מקום התאונה/מפעל|
form_60.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_60.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|V
form_60.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_60.pdf,section3|מקום התאונה/אחר|
form_60.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_60.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_60.pdf,section5|קופת חולים/כללית|
form_60.pdf,section5|קופת חולים/מאוחדת|V
form_60.pdf,section5|קופת חולים/מכבי|
form_60.pdf,section5|קופת חולים/לאומית|
form_61.pdf,header|אל קופ״ח/בי״ח|מלאה
form_61.pdf,header|תאריך מילוי הטופס|3  0  0  4  2  0  2  3
form_61.pdf,header|תאריך קבלת הטופס בקופה|3  0  0  9  2  0  2  3
form_61.pdf,section1|תאריך הפגיעה|0  6  0  7  2  0  2  3
form_61.pdf,section2|שם משפחה|תורגמן
form_61.pdf,section2|שם פרטי|יואב
form_61.pdf,section2|ת.ז|0  3  6  4  7  6  5  3  7  5
form_61.pdf,section2|תאריך לידה|2 9 1 1 2 0 2 3
form_61.pdf,section2|רחוב|גוטמכר
form_61.pdf,section2|מס' בית|56
form_61.pdf,section2|כניסה|3
form_61.pdf,section2|דירה|39
form_61.pdf,section2|יישוב|גונן
form_61.pdf,section2|מיקוד|564757
form_61.pdf,section2|טלפון קווי|0  5  4  0  8  3  0  7  0  8
form_61.pdf,section2|טלפון נייד|0  5  4  6  6  5  6  9  1  5
form_61.pdf,section3|בתאריך|02.08.2023
form_61.pdf,section3|בשעה|17:03
form_61.pdf,section3|כאשר עבדתי ב|מכירות
form_61.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה בעת ביצוע מטלה.
form_61.pdf,section3|האיבר שנפגע|גב
form_61.pdf,section4|שם המבקש|נועה דיין
form_61.pdf,section4|חתימה|
form_61.pdf,section5|אבחנה רפואית 1|3  0  7  3
form_61.pdf,section5|אבחנה רפואית 2|6  3  3  5
form_61.pdf,section2|מין/זכר|V
form_61.pdf,section2|מין/נקבה|
form_61.pdf,section3|מקום התאונה/מפעל|
form_61.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_61.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_61.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_61.pdf,section3|מקום התאונה/אחר|V
form_61.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|
form_61.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|V
form_61.pdf,section5|קופת חולים/כללית|
form_61.pdf,section5|קופת חולים/מאוחדת|
form_61.pdf,section5|קופת חולים/מכבי|
form_61.pdf,section5|קופת חולים/לאומית|V
form_62.pdf,header|אל קופ״ח/בי״ח|דולב
form_62.pdf,header|תאריך מילוי הטופס|0  4  0  5  2  0  2  3
form_62.pdf,header|תאריך קבלת הטופס בקופה|2  6  0  5  2  0  2  3
form_62.pdf,section1|תאריך הפגיעה|2  5  0  8  2  0  2  3
form_62.pdf,section2|שם משפחה|גרוסמן
form_62.pdf,section2|שם פרטי|גלי
form_62.pdf,section2|ת.ז|8  6  8  3  7  5  8  0  5  3
form_62.pdf,section2|תאריך לידה|0 8 0 3 2 0 2 3
form_62.pdf,section2|רחוב|אלמנשיה-מושירפה
form_62.pdf,section2|מס' בית|145
form_62.pdf,section2|כניסה|3
form_62.pdf,section2|דירה|20
form_62.pdf,section2|יישוב|עין אל-אסד
form_62.pdf,section2|מיקוד|938571
form_62.pdf,section2|טלפון קווי|0  5  4  2  4  7  9  8  9  4
form_62.pdf,section2|טלפון נייד|0  5  4  3  5  8  7  4  9  8
form_62.pdf,section3|בתאריך|11.08.2023
form_62.pdf,section3|בשעה|19:38
form_62.pdf,section3|כאשר עבדתי ב|מכירות
form_62.pdf,section3|נסיבות הפגיעה / תיאור התאונה|החלקה על שביל רטוב בעת תפקיד.
form_62.pdf,section3|האיבר שנפגע|רגל ימין
form_62.pdf,section4|שם המבקש|נעמי גואטה
form_62.pdf,section4|חתימה|
form_62.pdf,section5|אבחנה רפואית 1|0  5  8  7
form_62.pdf,section5|אבחנה רפואית 2|5  8  0  8
form_62.pdf,section2|מין/זכר|V
form_62.pdf,section2|מין/נקבה|
form_62.pdf,section3|מקום התאונה/מפעל|
form_62.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_62.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_62.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|V
form_62.pdf,section3|מקום התאונה/אחר|
form_62.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_62.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_62.pdf,section5|קופת חולים/כללית|
form_62.pdf,section5|קופת חולים/מאוחדת|
form_62.pdf,section5|קופת חולים/מכבי|V
form_62.pdf,section5|קופת חולים/לאומית|
form_63.pdf,header|אל קופ״ח/בי״ח|פוריידיס
form_63.pdf,header|תאריך מילוי הטופס|1  7  0  4  2  0  2  3
form_63.pdf,header|תאריך קבלת הטופס בקופה|0  4  0  5  2  0  2  3
form_63.pdf,section1|תאריך הפגיעה|3  1  1  0  2  0  2  3
form_63.pdf,section2|שם משפחה|אוחיון
form_63.pdf,section2|שם פרטי|יוכבד
form_63.pdf,section2|ת.ז|8  8  0  2  3  1  6  9  3  3
form_63.pdf,section2|תאריך לידה|0 1 0 1 2 0 2 3
form_63.pdf,section2|רחוב|נאות הדקל
form_63.pdf,section2|מס' בית|76
form_63.pdf,section2|כניסה|4
form_63.pdf,section2|דירה|20
form_63.pdf,section2|יישוב|האון
form_63.pdf,section2|מיקוד|438629
form_63.pdf,section2|טלפון קווי|0  5  4  8  0  4  4  8  6  0
form_63.pdf,section2|טלפון נייד|0  5  4  2  6  7  3  7  0  7
form_63.pdf,section3|בתאריך|25.06.2023
form_63.pdf,section3|בשעה|15:50
form_63.pdf,section3|כאשר עבדתי ב|מלצרות
form_63.pdf,section3|נסיבות הפגיעה / תיאור התאונה|מעידה על רצפה רטובה בעת תפקיד.
form_63.pdf,section3|האיבר שנפגע|גב
form_63.pdf,section4|שם המבקש|תומר ח'לאילה
form_63.pdf,section4|חתימה|
form_63.pdf,section5|אבחנה רפואית 1|4  5  8  9
form_63.pdf,section5|אבחנה רפואית 2|9  8  4  7
form_63.pdf,section2|מין/זכר|V
form_63.pdf,section2|מין/נקבה|
form_63.pdf,section3|מקום התאונה/מפעל|
form_63.pdf,section3|מקום התאונה/ת. דרכים בעבודה|V
form_63.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_63.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_63.pdf,section3|מקום התאונה/אחר|
form_63.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_63.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
form_63.pdf,section5|קופת חולים/כללית|
form_63.pdf,section5|קופת חולים/מאוחדת|
form_63.pdf,section5|קופת חולים/מכבי|V
form_63.pdf,section5|קופת חולים/לאומית|
form_64.pdf,header|אל קופ״ח/בי״ח|עמיר
form_64.pdf,header|תאריך מילוי הטופס|0  7  1  1  2  0  2  3
form_64.pdf,header|תאריך קבלת הטופס בקופה|1  7  1  2  2  0  2  3
form_64.pdf,section1|תאריך הפגיעה|0  7  0  6  2  0  2  3
form_64.pdf,section2|שם משפחה|נחמני
form_64.pdf,section2|שם פרטי|רחל
form_64.pdf,section2|ת.ז|5  0  9  5  8  6  3  3  1  4
form_64.pdf,section2|תאריך לידה|1 5 0 9 2 0 2 3
form_64.pdf,section2|רחוב|מגלן
form_64.pdf,section2|מס' בית|89
form_64.pdf,section2|כניסה|3
form_64.pdf,section2|דירה|38
form_64.pdf,section2|יישוב|עדי
form_64.pdf,section2|מיקוד|975685
form_64.pdf,section2|טלפון קווי|0  5  4  2  3  4  3  0  4  1
form_64.pdf,section2|טלפון נייד|0  5  4  9  6  5  3  8  0  8
form_64.pdf,section3|בתאריך|19.09.2023
form_64.pdf,section3|בשעה|14:47
form_64.pdf,section3|כאשר עבדתי ב|משרד
form_64.pdf,section3|נסיבות הפגיעה / תיאור התאונה|איבוד שיווי משקל על משטח חלק במהלך העבודה.
form_64.pdf,section3|האיבר שנפגע|רגל שמאל
form_64.pdf,section4|שם המבקש|אדל לוי
form_64.pdf,section4|חתימה|
form_64.pdf,section5|אבחנה רפואית 1|7  8  4  0
form_64.pdf,section5|אבחנה רפואית 2|2  5  5  8
form_64.pdf,section2|מין/זכר|
form_64.pdf,section2|מין/נקבה|V
form_64.pdf,section3|מקום התאונה/מפעל|
form_64.pdf,section3|מקום התאונה/ת. דרכים בעבודה|
form_64.pdf,section3|מקום התאונה/ת. דרכים בדרך לעבודה/מהעבודה|
form_64.pdf,section3|מקום התאונה/תאונה בדרך לא רכב|
form_64.pdf,section3|מקום התאונה/אחר|V
form_64.pdf,section5|סטטוס חברות בקופת חולים/הנפגע חבר בקופת חולים|V
form_64.pdf,section5|סטטוס חברות בקופת חולים/הנפגע אינו חבר בקופת חולים|
